Title_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Proj 0951","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","30ebd548ddfe5d88f2eab1865b83e2f2072ac822628df31f031ad2c227bb305f","0-b7c7bea6af12958e5bed60adfb55ae681783b19dfc4702d007e18063657a1738","0-00d8d0259c798a42efc548556af5dc1b0ede181b86a95178577d17eda16710dc","root.record.ProjectList.Project"
"Proj 2228","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","30ebd548ddfe5d88f2eab1865b83e2f2072ac822628df31f031ad2c227bb305f","0-4f32a50e24fd298f0276afe3533698e563e9156195cf9b9e8dbf8af6e2ae6780","1-e7f56bd7e70b5abb623f62d074f9c088f0891974bd8326091301510516694e64","root.record.ProjectList.Project"
"Proj 3158","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","30ebd548ddfe5d88f2eab1865b83e2f2072ac822628df31f031ad2c227bb305f","0-c099502e4e9257fd7359ce63b2432292181c1e778c67a2bf7999bf84a8b24034","2-60468593318f96da4e8981e5f26c09fa00995663e6e84251aecbe7277079a4e1","root.record.ProjectList.Project"
"Common Control System","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","05d4429bd7c981b2dba03e47ed958ad32ef1356c6b367a4087f288f3e789d45d","0-45b0c31f2db176a9ab12dee4a9c5a48d38a5871fe0ec5813eb256e122799485f","0-e26e7344ba809906ad0c0ba1a9a6a01a9bf89f2b83cebc5dcf75b0367b35fd7b","root.record.ProjectList.Project"
"Proj 2268","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","c723cece45a013e74f34ac5df32604818c92bd5f65b65a16f46a3117cd94caba","0-a7845d441c1a9208dab8960e69ba0e9a01e861a9fda3d9ab73bea413fb6ff57a","0-fa50fd5c1377853f24bac47f814d3ac78742cc7bc77cecf1be06ef7cfd97f70d","root.record.ProjectList.Project"
"Proj 2174","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","21aaa55eefdc58dcc14f5af384c89c041e71e5a8b169b2d39aa788d760c370bc","0-11f3a86e8f88bad9a235ad8cf93579d8535b9bc5a066d4d835cd1e6bd09c2e33","0-88a400a892060b41afe018352b8ac66eb33189e1ef2e507d7ffc048046e71f2f","root.record.ProjectList.Project"
"Proj 2227","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","21aaa55eefdc58dcc14f5af384c89c041e71e5a8b169b2d39aa788d760c370bc","0-54b58400f39db0764a2f403c0744e269b771809db81365ecb558816f06ab2371","1-777df960184db9ce21ea3d25acd2baa3e19e98e09bedeb9225f9168ce10e528e","root.record.ProjectList.Project"
"Proj 4020","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","621555c336ca2d0d6462c93faf442139992a21349aa240eda755eaf26cbdb7ac","0-a1b8ad8716d91b766fcc993c4ad78cd2ff39637585235e8868518c68ad582037","0-111ebb29ef56e9ed59b193246ef82ee13e1f274dd3c3ced1293240628140199c","root.record.ProjectList.Project"
"Proj 2768","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","d2683fa1575f85a79a2350fbe5ee47fb0fbaeea0f173946120d85f8d07398ebf","0-c465abd522287819449f1bfa407f82a366e2b53fa8f625e7a090311a75f08a0c","0-5d19b82b74b855a0c3c751f162d1641a58b4e51ca88d47c7531d0384bc12a3d3","root.record.ProjectList.Project"
"RQ-11 UAV","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","366a4bdde8a7a2a7b423bd0a229738cb38baf84e0e1eb7af9fb54272ccab2df1","0-261ec0cffdc292e0bb432a6d48e5125442b913baa3a9195d5b8a6dc41ce97b20","0-4828ee985f709a92b561e8651344c2e5668d26bf1e2625867f8cf1ab84504067","root.record.ProjectList.Project"
"RQ-7","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","6f2e0a386e309926dcdc6da488d8d15b6ea4e0cd59a771a9f0ea33a37f8d33ee","0-2dd2e0bc814a93b242bf945f9e3e8b63692410f0b7e73135bcf8526f0be2ae1d","0-9dfc70a2279661e723c305fe7f11340ce276c5c5008b25f81f14ee86223a35fc","root.record.ProjectList.Project"
"RQ-21A","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","105986a90e31a22f041f6c839ae768210bdd2376409b6c6fb24d48b0cc7fc4f5","0-2105f8dd862cc082175727a567c2c510951ccf0725d12e9316c9fc56b14c06f9","0-c905f167418c7d8732b952157773490dba4c03fc1e1c6e104b11dcd500aeb5ac","root.record.ProjectList.Project"
"RQ-21A","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","20c01adcb8cc45443d7a7732163421ac559f14d573ec38be38c1191aac08cbf3","0-64dffac9647623d844e911455361aa6e07a9f1ffd88ca40627be4543e704eabc","0-f68b62b69bc3491943c8aa95b329e64a95ca232b88fc7609b520a87829bb1f8a","root.record.ProjectList.Project"
"SMALL (LEVEL 0) TACTICAL UAS (STUAL0)","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","39f511c604f8066a0183c84c3b95b9996fc0d1381bb33bce8151ab3a5f97ce06","0-2ab7dcd37b170aa91e2da65f26a22b984691849e176e328fbf3267116397b4d9","0-32e69a0e340e3aa390ed75801e497667f25fd95d6714a73e95845951b57c9114","root.record.ProjectList.Project"
"Proj 5501","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","39f511c604f8066a0183c84c3b95b9996fc0d1381bb33bce8151ab3a5f97ce06","0-0e0e53bf6321e945c53c7d9bff180748d9ee8915b0f49a44f9f027028d3b131b","1-63c7728f16b2620e7979961101542e66cced042c5810fcb0b9c0402674d073c8","root.record.ProjectList.Project"
"Proj 5502","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","39f511c604f8066a0183c84c3b95b9996fc0d1381bb33bce8151ab3a5f97ce06","0-27428c790f1a5286e2ed121a149cbecda71f432f28374477ff5a37e69d31e870","2-41c83bf05a88d8eb3eb0540cfcfb8338ff9d008306c9f527ecbf9b9e36bf1e5d","root.record.ProjectList.Project"
"Proj 2939","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","44525f82f429a7b8ecb7d4fe7d5f20b50254daac0ce792dc6ea5e923d5f2ac05","0-fdc0c68addc9cec512a32232deeb862de38c65753d646359082c8517833ad7f1","0-0e91ad54db3cb3b55084d6fad8180630234e23266950c60ab3586407ff2a42f0","root.record.ProjectList.Project"
"Proj 2222","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","0a13e7482a046e047b175d771ec202ef8e38d1c59ff67074b17d16d3b893a5d4","0-b47972f6c9a81046ab0450d0eaee72aef7480c126c283ad5be71dc0c4f46fc57","0-ca22e88018ebe0e30e2b53320aa424d6d86476ae89775c2a699e10f662e26edf","root.record.ProjectList.Project"
"Service Life Assessment Program F/A-18","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","58e3e570b5dfb43e9a372b88a6e54e3e6ca1e194d65c9a885a219f7f38a9612e","0-34a8e6e3f7aacfbc8b4d257a22d9ae86e64a7deba7447db0a72a99613d4460ea","0-6ec61b87acc779296c50cc96a4f14136f6cc2bb57b97b15900ec4cb3d64cb580","root.record.ProjectList.Project"
"T-45 SLAP","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","58e3e570b5dfb43e9a372b88a6e54e3e6ca1e194d65c9a885a219f7f38a9612e","0-e3924b9f65b79fb58338a8d2397f800b4c8999f47ac8dcf49c1571d74aec2391","1-75e792d87dd8343ced2a1b9cfcde758fdc617f1115f8edb022b3a1dd662f70bf","root.record.ProjectList.Project"
"Proj 3384","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","58e3e570b5dfb43e9a372b88a6e54e3e6ca1e194d65c9a885a219f7f38a9612e","0-59bac21aa113bbf05c39a157eafd336d061433293cb171e07ca18929cf77234b","2-5fca1a3c7a731d1ba8a4289e63b8834041cde8d02c27d367540185646c2addd1","root.record.ProjectList.Project"
"Proj 1050","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","a4bf6e98475514d65dbaa2a5453329d93c52b1afe94f8a1faaef00c8aa202969","0-169068de3ffe8e706a38141fd2be4726508086a524df73172ac822110945bd50","0-f2ef4dd429a850f499a2c007a03317dcb376622c4be08f8681f65ce48e53d8b6","root.record.ProjectList.Project"
"Proj 2466","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","2c8069a41ba9a20f8dce96bddbe14886f8d83bba81889bd13b6f10041df078cd","0-f9c129ab23b0c46b9ae3d07622c68bdffcb499d2d6fcbdc55954b5e850689219","0-f71f0832c00e765d33928fa8b5e8365d7b56ab644f36d1ce44f5c43ff6b77b4e","root.record.ProjectList.Project"
"Proj 1265","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","990a621ca4da6b1d2a299f18d6a29099a3078021d7d45b8a6ec97bc063228910","0-39320a7269bef527c0e8f6bbb8e39db1f66619277546587504946578df0fdf96","0-c076aa9ec9bcf9beb2b9ba4b2db77043f41679d5a519565118d65ff0632a7a23","root.record.ProjectList.Project"
"Proj 9999","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","990a621ca4da6b1d2a299f18d6a29099a3078021d7d45b8a6ec97bc063228910","0-99a13238d106d28911622863f877d112302ba4985ac33840fb89af69646acc2e","1-b08aeac4b687f56cacef00eff2352bcc2606f9a8ad01d00dc7ecab33d663650e","root.record.ProjectList.Project"
"Proj 1083","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","5c99f625945c1f737a105e072b31467a54c7a10ac7380c12d77d43234e039517","0-0c15674da579fbd16954be35989fd9d6eb24da5d953bccbb04af4193d582e46a","0-7289e1ac8423c80e954f803a2262fadac1e0d1b460391b142bd6583d92f8a50a","root.record.ProjectList.Project"
"Proj 3002","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","5c99f625945c1f737a105e072b31467a54c7a10ac7380c12d77d43234e039517","0-946ef8471dcecb4e76b1cef3f3624d137775868df8b76ab4696c3fe8aa2ee717","1-1c60a18ecfdcfde682e82c04bacdef9c24cabcaf6cb6e6074068eb8958f8a615","root.record.ProjectList.Project"
"Proj 3173","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","87dda48f63fb532c2dfe36a880eecc3c034318b6014a36608cc160c5be9d4a38","0-8dac0e1b547a85ba4fe93e0a9cf1f368c6b7b9f8859bcfa3db832b187ff2a9f3","0-14bcdf3e858858a10b7262e13d86d06da493c39920824ae0141eb1a1d7304113","root.record.ProjectList.Project"
"Infra-Red Search and Track","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","c92830a0768465b7fdf835c42347ea1d3122fd2cc6526e1005cc29691569cc09","0-2d47d258060a64858d197d344584a7ed09efaa15a12528dbdb7b734df2264551","0-bf4bbf6c9df74a0cf4e312f53610fc421549c9b51e0504274afda2ff53ca5af5","root.record.ProjectList.Project"
"Multi-System Integration","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","c92830a0768465b7fdf835c42347ea1d3122fd2cc6526e1005cc29691569cc09","1-62a230e8994bd02d0add9060ea04f6e3216c9cc2fc86cf920adfc1cd5ea5559b","0-bf4bbf6c9df74a0cf4e312f53610fc421549c9b51e0504274afda2ff53ca5af5","root.record.ProjectList.Project"
"Flight Plan Engineering","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","c92830a0768465b7fdf835c42347ea1d3122fd2cc6526e1005cc29691569cc09","2-97e7f1bb88d2163fa7ea256814845d1849faaf3af603a44fb87d7892ffc540ba","0-bf4bbf6c9df74a0cf4e312f53610fc421549c9b51e0504274afda2ff53ca5af5","root.record.ProjectList.Project"
"Test Wing Maintenance","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","c92830a0768465b7fdf835c42347ea1d3122fd2cc6526e1005cc29691569cc09","3-e2854adf03dba4a603fc31482215c99a8edc9e10d08a77791634394f014b8eda","0-bf4bbf6c9df74a0cf4e312f53610fc421549c9b51e0504274afda2ff53ca5af5","root.record.ProjectList.Project"
"Obsolescence Redesign","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","c92830a0768465b7fdf835c42347ea1d3122fd2cc6526e1005cc29691569cc09","4-d12f9d140b93b54c979c4a0e7d70baf47edbea5c643af90c8855e3f2db0fc81b","0-bf4bbf6c9df74a0cf4e312f53610fc421549c9b51e0504274afda2ff53ca5af5","root.record.ProjectList.Project"
"F/A-18 Radar Ugrade","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","c92830a0768465b7fdf835c42347ea1d3122fd2cc6526e1005cc29691569cc09","0-a28e427364cdd652cdb86634d7afa03847ff320c96f139ce2119c123ccef056b","1-792234b002394032b569e2b0f2eb0947710038d476176ea2afc5e06eb9562ec0","root.record.ProjectList.Project"
"Infra-Red Search and Track","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","c92830a0768465b7fdf835c42347ea1d3122fd2cc6526e1005cc29691569cc09","0-abdd8dd65bf552e164b1cc2c560c3c6a85bf6ae8bb29daabdd26a2ee4b16f9dc","2-6563535e38d7c6840704a8cfb35a089ed1828ef59d012a835e4161538397282d","root.record.ProjectList.Project"
"Dual Mode Brimstone Integration Test and Evaluation","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_JustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Navy_PB_2017.xml","c92830a0768465b7fdf835c42347ea1d3122fd2cc6526e1005cc29691569cc09","0-c7201c89d560c306102a2197cbf55dc0950a5f53e9da072111ba4e1184eba9bd","3-741a802176db2766118cb29451d575eb7aab0bfaf7618f19d793b14de226259c","root.record.ProjectList.Project"
"METOC Future Mission Capabilities (FMC)","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","a5dea2db9f690d3630fd2b1fe73e8a168e783dcdf88f6214e95e85c95ede2581","0-93cbcb8301c06412f1a6f98455cd0a8d98907c9945b3a0e36dc5c5828e25af19","0-0ea6659d3f33be2219e0e5f714e2bbda2af708a30062e24d540ad0b6d8ac4597","root.record.ProjectList.Project"
"METOC Future Mission Capabilities (FMC)","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","a5dea2db9f690d3630fd2b1fe73e8a168e783dcdf88f6214e95e85c95ede2581","0-ce677e2752df1a228b21cb09270db2afb996c766322fbedea5e5bd13d9aaa5ab","1-712001ecd640791f3d44e0d3642ba70941c3b2b22bb90a9976d10491b0f11851","root.record.ProjectList.Project"
"METOC Space-Based Sensing Capabilities","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","a5dea2db9f690d3630fd2b1fe73e8a168e783dcdf88f6214e95e85c95ede2581","1-6c7674766149b65771ed718f84b086f5686af193f7198e7094450e90270ee93a","1-712001ecd640791f3d44e0d3642ba70941c3b2b22bb90a9976d10491b0f11851","root.record.ProjectList.Project"
"Tactical Oceanographic Capabilities (TOC) / Undersea Warfare (USW)","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","a5dea2db9f690d3630fd2b1fe73e8a168e783dcdf88f6214e95e85c95ede2581","2-98376b5355d77c0b792104c169055598a4bb69f4e55c53a699e83d1b943b1cc5","1-712001ecd640791f3d44e0d3642ba70941c3b2b22bb90a9976d10491b0f11851","root.record.ProjectList.Project"
"Metoc Data Assimilation and Mod Future Mission Capabilities (ESPC)","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","a5dea2db9f690d3630fd2b1fe73e8a168e783dcdf88f6214e95e85c95ede2581","3-810a2e9a133b003135d2eb94368b1293f74f8921f8264da25a0d59f02c9abe79","1-712001ecd640791f3d44e0d3642ba70941c3b2b22bb90a9976d10491b0f11851","root.record.ProjectList.Project"
"Navy METOC Support (SPACE)","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","a5dea2db9f690d3630fd2b1fe73e8a168e783dcdf88f6214e95e85c95ede2581","4-0364509f6fbba7598b64d92c6492bc7c38e33214a3fb9340cb1447cc1bcabb83","1-712001ecd640791f3d44e0d3642ba70941c3b2b22bb90a9976d10491b0f11851","root.record.ProjectList.Project"
"Naval Integrated Tactical Environmental System Next Generation (NITES-Next)","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","a5dea2db9f690d3630fd2b1fe73e8a168e783dcdf88f6214e95e85c95ede2581","0-1a35ac480dbf2314f4b523aecc02b1f772c828913e427ae39fb2b0a74086308e","2-726dc22c540172304b937eb2c94ca13507fcab8fa772da9de4804a006d68d393","root.record.ProjectList.Project"
"Precise Timing and Astronomy (PTA)","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","a5dea2db9f690d3630fd2b1fe73e8a168e783dcdf88f6214e95e85c95ede2581","0-226136638cf06229fd3a8433a5e66d3d63c11bdd5920399fea5ee585ff601ef0","3-7c8d50473bd97e778f4a61e776e79ab2175f6ebbd1fe32c516ea094edcba5b10","root.record.ProjectList.Project"
"Remote Sensing Capability Development","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","a5dea2db9f690d3630fd2b1fe73e8a168e783dcdf88f6214e95e85c95ede2581","0-30aea8dae5cde9936c24475ee4e651606e234679fa20621f5d9c3d2b1d91d15c","4-5237d51c8bf1ca3a1a627fc2f850ecbbd38e01a67dd8a3cabf91a06f3f3fd70a","root.record.ProjectList.Project"
"Remote Sensing Capability Dev.","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","a5dea2db9f690d3630fd2b1fe73e8a168e783dcdf88f6214e95e85c95ede2581","1-17b5db5d86b0182ede21865ff971c4c59929003f10ab28f3f4d62dad2c616136","4-5237d51c8bf1ca3a1a627fc2f850ecbbd38e01a67dd8a3cabf91a06f3f3fd70a","root.record.ProjectList.Project"
"Proj 3207","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","a5dea2db9f690d3630fd2b1fe73e8a168e783dcdf88f6214e95e85c95ede2581","0-81a2256116d9fb176c69fb543aad61c71465743be3aaf9dd19dd1d150eb608dc","5-afd72a8e461966425c44020eb01caf61b70f9e8ad2584aac57b029ec7f2abc74","root.record.ProjectList.Project"
"Acft Protective Clothing","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","fe0a3f90f68e7463acf77927cf9ea7457c13bb860a1fcd431167bb5bb842aa69","0-0e3aeb30517353960c62608d3021e29a23629d28c38910cc85e9d2171491e5c2","0-f82db16947e111588812943eeb8b989466e0730878ec67355057d8a91d2d15d3","root.record.ProjectList.Project"
"Acft Survivability, Vulnerability & Safe","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","fe0a3f90f68e7463acf77927cf9ea7457c13bb860a1fcd431167bb5bb842aa69","0-f0ce247cef1bde0c9559257f1cb9ea5924e372c03fb1d447be0fa62c05c36146","1-a98ebefeb77867ba8e7d9484a3b552d250d0dbb76b75af6dcee205de97f9fac0","root.record.ProjectList.Project"
"Acft & Ordnance Safety","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","fe0a3f90f68e7463acf77927cf9ea7457c13bb860a1fcd431167bb5bb842aa69","0-2d0f142062633cf44090a059b313ea6a6bd6b091ae0e459d3ba43d21be6299e4","2-e202559ed8719e40fff182f4966632b653b3c40c97312bd2be46abbe7edd9884","root.record.ProjectList.Project"
"Proj 1819","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","fe0a3f90f68e7463acf77927cf9ea7457c13bb860a1fcd431167bb5bb842aa69","0-4d51831a0c582d09e4d6671ec1516b62d03211d3ccf2c903a6f99827396ac0f9","3-6d5844d85cc41fae29e972d9c1a8d4df31e72df1d582880c0844d73465eb01e4","root.record.ProjectList.Project"
"Proj 9999","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","fe0a3f90f68e7463acf77927cf9ea7457c13bb860a1fcd431167bb5bb842aa69","0-f1c745183665d622479b2dee244b37ab4edb4973ea6dbb3acd18a83477e27605","4-a32824a7b2e8aa2d8493538ee7cb568e8a3d55d0f4d3f105d2ca55a699ced4bb","root.record.ProjectList.Project"
"U.S. Naval Academy Midshipman Internship","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","6c2a203279a26b7d9c314573a42b5216715cf6e6eacf78e2daa865eec54a064f","0-46690f70b033e27669a55b6fce9c66986eb9b81a2781cae19c778938cc833dca","0-26dbd0c38594ade9ec951b760f2ea9009d0b2de6c84735c4d53d83301c43d449","root.record.ProjectList.Project"
"Radiological Shipboard Defense Monitor","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","6c2a203279a26b7d9c314573a42b5216715cf6e6eacf78e2daa865eec54a064f","1-0356084a7abda93670eb2ed45e584cad42861f7cfd24aa1ef5535fe6c0048ba6","0-26dbd0c38594ade9ec951b760f2ea9009d0b2de6c84735c4d53d83301c43d449","root.record.ProjectList.Project"
"Visit, Board, Search & Seizure","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","6c2a203279a26b7d9c314573a42b5216715cf6e6eacf78e2daa865eec54a064f","2-2b9cf11972c9473050e022b1852a727ceac66d99ac7053d76f989da81ff2d5b8","0-26dbd0c38594ade9ec951b760f2ea9009d0b2de6c84735c4d53d83301c43d449","root.record.ProjectList.Project"
"Calibrators","2017-BASE_RDTE-2017-NAVY_BA7-U_RDTE_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Navy_PB_2017.xml","6c2a203279a26b7d9c314573a42b5216715cf6e6eacf78e2daa865eec54a064f","3-555f8d2f97c05d8684bf6dc075662bcab64167326c43bd5b2e0a861eb4f66d5b","0-26dbd0c38594ade9ec951b760f2ea9009d0b2de6c84735c4d53d83301c43d449","root.record.ProjectList.Project"
