EventTitle_val,Schedule_Start_Quarter_val,Schedule_Start_Year_val,Schedule_End_Quarter_val,Schedule_End_Year_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Advanced Booster Engine Demonstration Risk Reduction (ABEDRR)","1","2017","3","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","4dc66d97cdbbc35c4601c39e374c5c3e69e712627401ec9310387165a2f9b7c3","0-fb63e428131126ea1fd1513ac09028270a5dbd2c2950db4e611bd1eed5680522","0-40b6cb07a8e8f6d0e377b59ab3882bb2a609ed5c448452f6e9b8eb691a8b8c02","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"AFRL Combustion Stability","1","2017","4","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","4dc66d97cdbbc35c4601c39e374c5c3e69e712627401ec9310387165a2f9b7c3","1-0c629beee94ba3cff7074566a4eb12a1f3e3181df9c397267086eb1fefbaedf5","0-40b6cb07a8e8f6d0e377b59ab3882bb2a609ed5c448452f6e9b8eb691a8b8c02","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"AFRL Hydrocarbon Boost Technology Demonstration (HCB)","1","2017","4","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","4dc66d97cdbbc35c4601c39e374c5c3e69e712627401ec9310387165a2f9b7c3","2-a2ceeac2d1e08b5fe664c535268cdc402aa743ff8baf280743d557021be773ff","0-40b6cb07a8e8f6d0e377b59ab3882bb2a609ed5c448452f6e9b8eb691a8b8c02","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Rocket Propulsion System Development (RPS OTAs)","1","2017","4","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","4dc66d97cdbbc35c4601c39e374c5c3e69e712627401ec9310387165a2f9b7c3","3-b538f25ff377f1454ed4594b6b0cd707cd7ece74a370209436ebb241589a9677","0-40b6cb07a8e8f6d0e377b59ab3882bb2a609ed5c448452f6e9b8eb691a8b8c02","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Launch Service Agreement (Including Rocket Propulsion System)","4","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","4dc66d97cdbbc35c4601c39e374c5c3e69e712627401ec9310387165a2f9b7c3","0-c8d1147d84bdd33868c5f1ac37b9e746e377991c4936f85908e012e45ec15ee6","1-0319810bf9c4758dd9fc76d53845ff4f142c22b82c7b34e3be5e9111078b9702","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Tech Transfer Partnership Intermediary","1","2017","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","ade1b9f4957846e65519fb857cfb2909db57678b7e904cb43d6381d52d5a86fd","0-ea5cf60984e565ed6d88f7afb023ce5d3093ab4b19159bed68d9faf7255cc167","0-be146ce9ba3dc4ed51d6058e173d11a7d5e79a93b2a87a999c8c93d59f8cd77f","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Congressional Add","1","2017","4","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","ade1b9f4957846e65519fb857cfb2909db57678b7e904cb43d6381d52d5a86fd","1-7edd216ef956c345ad0522d5a440992198cf38b84daae5c737c95ff237187691","0-be146ce9ba3dc4ed51d6058e173d11a7d5e79a93b2a87a999c8c93d59f8cd77f","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"AFwerX","1","2019","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","ade1b9f4957846e65519fb857cfb2909db57678b7e904cb43d6381d52d5a86fd","0-f13e3f3e8fcd4298616a39a86c5ae78be0d7982e0512d012a8df8856aa1b01e1","0-83350a722492169b944305ac4aa63b9ccd7537659bbe1d53b8e9877942218505","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"MOP Analysis and Testing","1","2017","4","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","e03e8a447969e21a4522d634b53d74c9d0c12aaafaa017cb799fb63f111beb8e","0-37547b1cb5fefe19232482a771be5cc42e3666f1b81e2c48fae0b8f28a63e38f","0-df47281572e39d7dc26397498aae48cbfbbf7f194ec31805c37841bef3efca1b","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"A5K Design, Development and Testing","4","2017","1","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","e03e8a447969e21a4522d634b53d74c9d0c12aaafaa017cb799fb63f111beb8e","1-118b8ba9479e655492b9faae769828fd4e75831415597fe821b2a96060070811","0-df47281572e39d7dc26397498aae48cbfbbf7f194ec31805c37841bef3efca1b","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"M-Code/EAJ Development/Integration","1","2017","3","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","e03e8a447969e21a4522d634b53d74c9d0c12aaafaa017cb799fb63f111beb8e","2-4ad2febe2da2cb2567d86cc424a1b67f89d74690e7345bd150875e2233c1c01c","0-df47281572e39d7dc26397498aae48cbfbbf7f194ec31805c37841bef3efca1b","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"M-Code/EAJ Test and Evaluation","4","2017","4","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","e03e8a447969e21a4522d634b53d74c9d0c12aaafaa017cb799fb63f111beb8e","3-7cf998349c59cdaa2cbd7310664238ad34496552a9f0dfaf437807b227bd308d","0-df47281572e39d7dc26397498aae48cbfbbf7f194ec31805c37841bef3efca1b","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Cyber Resiliency Support Team (CRST) (Operating Location 1 - Wright Patterson Air Force Base)","2","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","0-f6e9b98ac643c62acf88d15178fd91cf3476a9f02b7b6abc7a9fc3de35a0f401","0-bafa448aa9bfb1f92943f4b3556129ccaf03e87ca417f24d16d037e74e7b34f0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Cyber Resiliency Support Team (CRST) (Operating Location 2,3,4 - TBD)","1","2019","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","1-a81a27f8099dd76f5cdd3eca92dee8010a06efb0687e8e7f77780f62076694f1","0-bafa448aa9bfb1f92943f4b3556129ccaf03e87ca417f24d16d037e74e7b34f0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Initial Cyber Awareness Training development, fielding and instruction","2","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","2-c1471e9809561791367cc4a3b6b519261d04fc90d34c957a51ee48e28dfd5037","0-bafa448aa9bfb1f92943f4b3556129ccaf03e87ca417f24d16d037e74e7b34f0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Continue to mature cyber training to include new course development/fielding/instruction, establish Air Force cyber course curriculum, and initiate cross-service training sharing and standardization","1","2019","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","3-868c3610ba95652797ed4d3bb43b157fba60b0e942af1bdeafbfd9e0ac9f2f18","0-bafa448aa9bfb1f92943f4b3556129ccaf03e87ca417f24d16d037e74e7b34f0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Recruit/retain cyber security professionals","2","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","4-7922ea8ca60f1407df3dd7cf31b9aa7b2e5af270994ea1e379baa8a89d2d1ea5","0-bafa448aa9bfb1f92943f4b3556129ccaf03e87ca417f24d16d037e74e7b34f0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"1. Prototype and deliver common cyber security environment at selected locations #1-3","2","2018","4","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","0-c47de8836b806518b1e5cd6f79229ddffed58dfa36d0bdfb3a6d3129b52c1c54","0-4c64352acc28f82778d887b3fdcad959000f1a2274f14ccc9e7acaeddab3b8b9","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"2. Design and deliver common cyber security environment at remaining locations","2","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","1-610514fb56e998346e6914f32f1d22682cba50553af2b1cbe8814dcd6bef9cb8","0-4c64352acc28f82778d887b3fdcad959000f1a2274f14ccc9e7acaeddab3b8b9","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"3. Prototype, evaluate, and transition cyber security design requirements","2","2018","4","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","2-a7b0d428b82d936ee9d7a5485f16f58612e7d0bc36881f8c634c79b9ea9041e7","0-4c64352acc28f82778d887b3fdcad959000f1a2274f14ccc9e7acaeddab3b8b9","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"4. Prototype, evaluate, and transition cyber security contractual language requirements","2","2018","4","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","3-2a743b3c8997d566ee180af788d21fe3122fdaf761f92b085fe699954c878840","0-4c64352acc28f82778d887b3fdcad959000f1a2274f14ccc9e7acaeddab3b8b9","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"5. Repeat steps 3 and 4 every 2 years to stay current with rapidly evolving threat advances","4","2022","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","4-3b9dd31d53ce9a2d9eccbd32cea3906d5a96c43afcb7c893657dc7f834b04bd2","0-4c64352acc28f82778d887b3fdcad959000f1a2274f14ccc9e7acaeddab3b8b9","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"6. Improve quality and timeliness of intelligence collection process for collection of cyber threats to weapon systems","2","2018","4","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","5-6de5936f99163a59baff52156ad5704b446ee3614c057ff337f28c4ae82e9f10","0-4c64352acc28f82778d887b3fdcad959000f1a2274f14ccc9e7acaeddab3b8b9","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"7. Provide intelligence collection supporting CRWS activities, program offices, and user community on a continuing basis","2","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","6-6f19fbf885d8397ea34a8dc3f6ee5088f0aa9df6408c5a1329417f39c131d5d5","0-4c64352acc28f82778d887b3fdcad959000f1a2274f14ccc9e7acaeddab3b8b9","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Develop and update open systems architecture processes","2","2018","1","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","0-c8a51aa526b10aff093d127d8e6d7ebc59402013a2d6e6c8d9b58f3d9f54508a","0-e42b005f2d26b188a97edfe4507378b67fe6faa41157b6682f3c3086f591749a","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Prototype open system architecture components","2","2018","1","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","1-54ff86de29ada447ccca69b22f0a144b3983e6888e8e69d372d300ceb073bf95","0-e42b005f2d26b188a97edfe4507378b67fe6faa41157b6682f3c3086f591749a","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Prototype and update open standards","2","2018","3","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","2-bc783bfba63e260d342b6cc1da2a05358da62b84bdf5c6f8f641834d87df8120","0-e42b005f2d26b188a97edfe4507378b67fe6faa41157b6682f3c3086f591749a","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Conduct open systems architecture pathfinders","2","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","3-94dba2b80ba867329e5d816c30ea2a0c3dae12a3d17b47af123c3868e2e6cf36","0-e42b005f2d26b188a97edfe4507378b67fe6faa41157b6682f3c3086f591749a","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Prototype cyber mitigations on known cyber vulnerabilities","2","2018","2","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","0-7db7b61eda538d183279edc35fe17739e97e5249eda30a07dd9e8829567d506b","0-d1e58c9ecf00dbcd983b8d59d15793643d63a10db7c5ed26a9d5fd44db56fe62","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Identify transition plan for tested mitigations to known cyber vulnerabilities","1","2020","3","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","1-ff7b1efa38b346893ab170a4eb2854b8207419df2c417dc006e64e3ce5e22999","0-d1e58c9ecf00dbcd983b8d59d15793643d63a10db7c5ed26a9d5fd44db56fe62","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Perform cyber assessment of weapon systems, subsystems, and support systems","2","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","2-5f41ff9f9cb60a336d617522659938c0c07e3ffba67178da850a3b56386d2d62","0-d1e58c9ecf00dbcd983b8d59d15793643d63a10db7c5ed26a9d5fd44db56fe62","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Verify and determine risk of cyber vulnerabilities found during weapon system assessments","3","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","3-3ee5b4db50166033a8c1e52599e9a07e62eb79258c39f4077514b382dc1863cc","0-d1e58c9ecf00dbcd983b8d59d15793643d63a10db7c5ed26a9d5fd44db56fe62","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Prototype cyber mitigations on high risk cyber vulnerabilities found during weapon system assessments","2","2019","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","4-93030f48d249ed157caddc225fc8cbbfd93834ed9d6bd6d3a9c42ba4b59291d4","0-d1e58c9ecf00dbcd983b8d59d15793643d63a10db7c5ed26a9d5fd44db56fe62","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Identify transition plan for tested mitigations to cyber vulnerabilities found during weapons system assessments","3","2021","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","5-cb5dae29ed4d541ba0a6bd077e9dacb3bebf22ae822086b6ade96f5dc45e5990","0-d1e58c9ecf00dbcd983b8d59d15793643d63a10db7c5ed26a9d5fd44db56fe62","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Prototype cyber threat to mission thread analysis methodologies, techniques, tools and equipment","2","2018","2","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","0-1e06d3698fb544cdf07a38ed8791ce0241b527b4c5edb6910de46da18f9c9989","0-326ea42deebc5ab4d007eb5b1e3d00abc3f744e724e946417c7230d0e5d99d74","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Prioritize and conduct cyber mission thread analyses","2","2018","1","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","1-cf8ed1c9ca3a86823900b7e181013c7900e55ea98a78411ef3760311f04931d5","0-326ea42deebc5ab4d007eb5b1e3d00abc3f744e724e946417c7230d0e5d99d74","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Institutionalize cyber mission thread analysis into policies and processes","3","2020","3","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","2-5fdf641eb6e5e686696197881c4c8ab2111b19ade33d45063621ba4a97e14144","0-326ea42deebc5ab4d007eb5b1e3d00abc3f744e724e946417c7230d0e5d99d74","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Establish cyber tool set and update libraries","2","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","78fe9acfbe5b2f14e0ff6b39efef014141232c295aabefb48ef670a2412a9a85","3-1a723c6d77ade9a398028a9a296508af7e4e646f55b069318e477b3fd45a81d4","0-326ea42deebc5ab4d007eb5b1e3d00abc3f744e724e946417c7230d0e5d99d74","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Integrated Logistics Support","1","2017","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","19a37d01e1185ce0c4995c4be460c90b4e7387827e0f85ea3619cea2dcb72d49","0-baa71ce6b240f645b384e419ab56a4cca446ee202dc017dba51f75c49ed8b41c","0-fb18d901b0f7779eb29f6421535660926f17278de3d030afb13d80907bfd27e9","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Integrated Logistics Support","1","2017","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","19a37d01e1185ce0c4995c4be460c90b4e7387827e0f85ea3619cea2dcb72d49","0-37bb0208233c166ec30485911288b01c925eb79562cef30a6c738f2f3468bb6f","0-155f56604f974fce7097b298cc5d4380567638618c3cceb6bb2c492fb6b80982","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Integrated Logistics Support","1","2017","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","19a37d01e1185ce0c4995c4be460c90b4e7387827e0f85ea3619cea2dcb72d49","0-87dcd5c0349d2ab676d4e469f45e446787c970bbb6c49c8c7c3a43e134b031be","0-04ce92c21d664eb1d25a59378ee2c44e9aadfdab1acba498f052e9b7feab1418","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Detailed Design, Engine Fabrication, Engine Assessments","1","2019","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9884cbc6e627b64ded1b2136144bbeed2d247eb7dc47fe7b52d3589d3a247fb2","0-2d2f6f1cddcac6e3319cea439ff4a39e286af387d42e3ae98988c9f9f8c0a745","0-e351b5def3c2f5a6d0dc2c6caec55875bdd08d3ca9a6ded678cf582ccbdbee2d","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
