EventTitle_val,Schedule_Start_Quarter_val,Schedule_Start_Year_val,Schedule_End_Quarter_val,Schedule_End_Year_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"A5K: Risk Reduction -- Modeling and Simulation","1","2017","2","2017","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","5-41ddb11603e82d5acff9fd1b3a2973cc85d5e1352b4bc6ca789b06068cc49822","0-9812b6cffebc94b54cae4078a4e3819c4a3d89934e6f93d5c29e5d3a019a5eb3","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"A5K: Risk Reduction -- Test and Qualification","2","2017","2","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","6-b3684d8a0294e4ba0be2eafa62e2c285ac6a58b8facb0f76ac0de60a67f35f57","0-9812b6cffebc94b54cae4078a4e3819c4a3d89934e6f93d5c29e5d3a019a5eb3","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"ICD Development/Governance (SJICWG), (UAI funded)","1","2017","4","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","0-aee3af23f6b1ec0965d1f382dcf2c99bdf85c4eb9d080c1d1383144ae8d2480a","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Certification Tools (CTs)  Dev / Update, (UAI funded)","1","2017","4","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","1-2dc487290f6cf8396c0031fb73d8cd2bc76da326bfdf3c9b2c3b596595934980","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"UAI (Msn Plng)  Common Component, (UAI funded)","1","2017","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","2-e9a25d303ea85910f45a0c4bc070693f6b48132a8d4af7e127a86a521e5a40a1","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"F-15E (Program funded)","1","2017","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","3-5d537451dfbb1261c795f6232147fd33385aa8d27ed6734975d12f3c602ebf7a","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"F-16, (Program funded)","1","2017","3","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","4-6ee0f97b90e583046b8916886145de756e709c4f0bc586783d0dd7a87cfb7945","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"JDAM, (Program funded)","1","2017","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","5-c151ffd4a716ed59ca67166707fccd6745ce4c11d3cd17258e32fb5b0c2259d0","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"JASSM-ER, (Program funded)","1","2017","3","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","6-a57c58809d0e40c4ef127031f3433377b922a85b2411ef8c4c9cd3bb2385785d","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"SDB II, (Program funded)","1","2017","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","7-1a286ffd4ba97c39d5f35e90440794e7ad44f05278e9e1e79aef649415548270","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"F-35, (Program funded)","1","2017","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","8-1b9ca8072f4f1ae0cc12962eb16db803102595eb7b6b47fbd4294abfecca7c96","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"B-1 (Program funded)","1","2017","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","9-4cdc9004f951587851406798afa0da7d96da5da996e8cf6b2f0b21b0854f7dcd","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"B-52 (Program funded)","1","2017","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","10-eff4775c705e52c898429de882ce295aa9da7a7ad9bf3be270b8a89e29e84157","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"BRU 61 A/A","1","2017","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","11-b68e0fb58ba574e739eaebfccb0de39e577b87efc2f5d34ce51e216184998230","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"BRU 57","1","2017","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","12-57441cf3d2a3a1b7e3f3ae949688a5c376de0483ca24105850fa2e4829deabfe","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"ICD Development for UNI (Program funded)","1","2017","3","2017","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","b9549dfa81f25ed69f85624eaf43f256284235ae8a14a694aaf5c3e8046dc69a","13-5c699207ece0f4461363c1af5b5aae080c072641736d94fe99f37b72a3b10340","0-35200a56524ee968f5008ada13e9a78fc998df8bc8b4865203ca66f6326102ba","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Target/warhead evaluation/analysis, signature test, captive carry flight tests.","1","2017","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d14ccdaaa8eef5722106137e9df8473c09a14666b285baa0b2e2b02d62652153","0-91ce53987ee01d63b41b6c1463be2be1b587c62a087478654f0c3f7d449e055b","0-53ec6a079fa4b2aaf1613c2ddbb8120406f82c2a2f3663abe4042d6ce2e2ab30","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY18 Sensor Week","3","2018","3","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d14ccdaaa8eef5722106137e9df8473c09a14666b285baa0b2e2b02d62652153","1-216f4ed526fd25fd8fd868e5163607c8c473c53d882f4b5802feddf8818f9cb8","0-53ec6a079fa4b2aaf1613c2ddbb8120406f82c2a2f3663abe4042d6ce2e2ab30","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY20 Sensor Week","3","2020","3","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d14ccdaaa8eef5722106137e9df8473c09a14666b285baa0b2e2b02d62652153","2-e062a57dbfc4d5666ec96af9dfeb987f90d317a08130b41106e045e084711030","0-53ec6a079fa4b2aaf1613c2ddbb8120406f82c2a2f3663abe4042d6ce2e2ab30","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY22 Sensor Week","3","2022","3","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d14ccdaaa8eef5722106137e9df8473c09a14666b285baa0b2e2b02d62652153","3-cbb3b0c48a689c124cb5f899b09daf632320bab0fbdbbd5b0f168cc19d9569b0","0-53ec6a079fa4b2aaf1613c2ddbb8120406f82c2a2f3663abe4042d6ce2e2ab30","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Signature exploitation; COCOM Support","1","2017","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d14ccdaaa8eef5722106137e9df8473c09a14666b285baa0b2e2b02d62652153","4-defafda7b752ca00e77ba4c3500d454841ef5c93c698499b0b3b542b7fe29106","0-53ec6a079fa4b2aaf1613c2ddbb8120406f82c2a2f3663abe4042d6ce2e2ab30","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"ADR Robotic In-seat Appliques","4","2017","4","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","0-3fbcdc838e028bd87f3e08482cf8f502bf2e42c88721f61a438b1cd1b23cafc5","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"ADR In-situ Material Repair RDT&E","1","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","1-93946489f802749a6b4d154aa314f14319f5afc087020908dbff5bcafdee577b","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"ADR Lighter/Leaner Expeditionary Repair","3","2018","4","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","2-077dccf37220a5d4d02b6e0a045e92111fa8027897eb77028a2d94257af97909","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"REHM - Wide Area Mechanical Blade UXO Clearance","1","2017","4","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","3-ea9a006def63533c318e6c4ee08a93e20ec114bde38951bb0b48a6fcfaaca663","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"REHM Spiral 2 Rapid UXO Clearance","3","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","4-835b9ff9548a4511fd5cd2f560ada3e329d8ed97966f41614a55a306f53cc38e","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"RADAS Development, Test & Evaluation","1","2017","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","5-9a13848d161d00af585a27668ba922c7764f44609adf3025343c34828a94bf6a","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"RADAS Spiral 2 RDT&E","3","2018","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","6-daee98bd8ff1c0a1358a64d7caad17fec54b4fb72efa3ed0e57e49003f8054fc","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Airfield Mitigation and Recovery Robotics","1","2018","3","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","7-c113fc3ec5277798765251c5ca3c9707f0bf41256d55d8cca28c8fe0fe3c667e","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Site Infrastructure and Coordination","1","2018","4","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","8-69de1c995b83a583d70017006c60e8cb3bffc50bb2356dbe3aad73a4446c5cea","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"RADBO Non-Recurring Engineering, Test & Evaluation","1","2017","2","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","9-c19ead46d1916706da1af04de48899c71699da15ffcb94c64d7bac7d318bdc0d","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Directed Energy Application for UXO Neutralization","2","2019","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","10-f983c17d7f56316e2ea9b953014680701a5915a9d5f4e1c5e555200fc8087571","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Airfield Protection (AP) Small Shelters Prototypes","2","2017","3","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","11-dad3215c04dbed164ac7d8a1724d0d083e0dfb2af6416c54808146a66db57d78","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Civil engineering projects for sustained airbase operations","2","2018","1","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","12-f265cf852676c531b79d45d26860a902874d44e27101f7ec9e9e7d3ec4d88894","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Airfield Protection - Advanced Hardening RDT&E","1","2019","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","13-f4322dcf0792ef5e7398c4142e11e9c588107e04bf2724dc5f856e209e838c77","0-56a4df40d69ba803ad1cf67be15859f572ec7dd38173e023a9ebb6bcc28b20d0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Production and Fielding Phase for the DOGS - Small System","1","2017","2","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","0-ea96eeb3b9c8bba98c488af1ce7df72940bd49ae9543ea299d13eb6016312064","0-e50f2d6304c994186a1d4fce41efd0dd0b8c7614e715c06a7f50140cdae97749","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"EMD Phase for the Non-Invasive Warming & Cooling Device (NIWCD)","1","2017","2","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","1-1b44cba7f22df330aa3cad15f9bec23465b4da234ecda60cb6e0f38054af240d","0-e50f2d6304c994186a1d4fce41efd0dd0b8c7614e715c06a7f50140cdae97749","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Production and Fielding Phase for NIWCD","2","2019","4","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","2-ada0d7f3ad8e268f37a33fb469db589a5dbc20d273c0e9fa7efef39643397132","0-e50f2d6304c994186a1d4fce41efd0dd0b8c7614e715c06a7f50140cdae97749","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Conduct market research and initiate EMD for the Aeromedical Readiness products","2","2018","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","d901065ca9977a5c6504f92433c4d52131bd3e695c137039bafd50cdfae203af","3-9f70f0c35534089e08c8fcad2e16754d9b45f0db7604167f572498e715b87e8a","0-e50f2d6304c994186a1d4fce41efd0dd0b8c7614e715c06a7f50140cdae97749","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"M-Code/EAJ Receiver chip development","4","2017","4","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","050877c67e31b1e75d2bb32232fbd1271693fac9686a24f15bbb2e83511704fd","0-9b4c9874e5d9432967c288a93105779fe0474eb69f0a9f52479b7366a64d9aa1","0-06af2308b38abed83238688e5b44a90aecbf5f44469169ad5e991d1db9428b79","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"M-Code/EAJ Receiver Integration","1","2020","3","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","050877c67e31b1e75d2bb32232fbd1271693fac9686a24f15bbb2e83511704fd","1-6229e57746ca85f2ef08250eea46e59c10ab5ff9b3776f44aeaf225a6199dc25","0-06af2308b38abed83238688e5b44a90aecbf5f44469169ad5e991d1db9428b79","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"M-Code/EAJ Test and Evaluation","2","2019","4","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","050877c67e31b1e75d2bb32232fbd1271693fac9686a24f15bbb2e83511704fd","2-a9474abb9200e7a09fed94f6d0321543563a86026daea03b81f8dba0db689f4a","0-06af2308b38abed83238688e5b44a90aecbf5f44469169ad5e991d1db9428b79","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"IAE [Engineering and Manufacturing Development]","1","2017","3","2017","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","bfcc3559a461233f400a9ce14ae86c996325c26115e5eb8e8baf4d8247d427ac","0-160e8636e8b738be2d2bd3ab60d6f041a207156d30eba54c2b8b06ecf7c0fcca","0-c4fb54a8dc03a6e42f23bf0aae709eb8ea075a47296f6b3d071edc1796966d16","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"IAE [Milestone C]","4","2017","4","2017","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","bfcc3559a461233f400a9ce14ae86c996325c26115e5eb8e8baf4d8247d427ac","1-d6b12d4644a1d5ffc37b8f6a788675c32cfe3350fd5462b2200ef31cd1fc54b5","0-c4fb54a8dc03a6e42f23bf0aae709eb8ea075a47296f6b3d071edc1796966d16","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"IAE [Low Rate Initial Production] Test Assets for IOT&E","4","2017","2","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","bfcc3559a461233f400a9ce14ae86c996325c26115e5eb8e8baf4d8247d427ac","2-e6611abf066a21df61fa29d7a4df467f38d3e736304ed9e90d5f4e623b08839a","0-c4fb54a8dc03a6e42f23bf0aae709eb8ea075a47296f6b3d071edc1796966d16","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"IAE [Initial Operational Test & Evaluation]","2","2018","2","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","bfcc3559a461233f400a9ce14ae86c996325c26115e5eb8e8baf4d8247d427ac","3-021cdcf4a71a2efd4c0aca1d1921297745381316631afcb9f4faf655ef13ecff","0-c4fb54a8dc03a6e42f23bf0aae709eb8ea075a47296f6b3d071edc1796966d16","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"IAE [Rotary Wing Variant]","2","2019","2","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","bfcc3559a461233f400a9ce14ae86c996325c26115e5eb8e8baf4d8247d427ac","4-f358aead78cf72e71b54937d9fdb31f9d87d2ac3fb4baa377189c2dc0ced54e5","0-c4fb54a8dc03a6e42f23bf0aae709eb8ea075a47296f6b3d071edc1796966d16","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
