LineItem_val,Title_val,Funding_PriorYear_val,Funding_CurrentYear_val,Funding_BudgetYearOne_val,Funding_BudgetYearOneBase_val,Funding_BudgetYearOneOCO_val,Funding_BudgetYearTwo_val,Funding_BudgetYearThree_val,Funding_BudgetYearFour_val,Funding_BudgetYearFive_val,Funding_CostToComplete_val,Funding_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"APN: BA01:BP0152","JSF (STOVL),  PE 0204146M","1141.906","1404.737","1267.260","1267.260","","1209.937","1461.056","2125.324","2814.618","29224.711","41203.070","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","11-0ecb07eeb3ce452174c6f8702ffc042996af098a09607cc853b7da1246ab4fc0","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"APN: BA01: BP0152C","JSF Advance Procurement (STOVL), PE 204146M","117.229","106.199","103.195","103.195","","143.887","203.057","226.014","136.732","4095.291","5755.765","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","12-dbb4b5c8993eb782530fb52d53a2363ac442898b646bbec088cedea08e0d84e2","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"International Production","International Production","1808.640","3453.903","5738.517","5738.517","","7563.725","8328.889","8153.307","7347.293","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","13-bc3d2fe7280f81d587f940e04fc6ee8ff43c2f1bf725ee3e4cf38af49cdfc48c","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"OPN: BA04: BP4265","JSF Other Procurement, PE 204261N","5.665","0.000","0.000","0.000","","0.000","0.000","0.000","0.000","0.000","5.665","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","14-431e11c9ffa5208e234e8c9ffa9dace7670fecef8d02b0f66bda8acfc41db105","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"OPN: BA03: BP4267","JSF Logistics Information System (ALIS), PE 204261N","0.000","3.826","4.827","4.827","","4.554","4.604","5.729","5.830","43.558","72.928","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","15-9e76c7a40b0a1b13901d4cf4867335309f89a6bb34d42bab1e5a78a935ca2a76","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"APAF: BA06: ATA000","JSF Initial Spares, PE 0207142F, BP16","149.556","181.833","103.582","103.582","","235.183","271.211","235.251","342.508","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","16-6d9f0ee6772323a7ce16de8a69967fa114aeac83af8333e8a0bee2aab0dfc4ec","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"APN: BA06:ATA000","Initial Spares (CV), PE 0204146N, BP0605","29.902","41.466","42.060","42.060","","17.310","32.270","121.283","63.995","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","17-b252a179bd7573431719fe610e945952a337c665396dca7fd9399a14ef4f43f1","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"APN: BA06: ATA000","Initial Spares (STOVL), PE 0204146M, BP0605","23.430","99.006","41.707","41.707","","131.216","94.193","66.423","127.264","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","18-223939774565c6063e5db80b88e4563951e5f378020ed9270f669d8116a71c08","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"MILCON: BA01: PE 0207142F","JSF Military Construction","24.250","13.530","41.900","41.900","","72.100","65.000","66.170","11.000","1554.200","2358.300","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","19-ccee82b84b4ac494e3b09f6a8743dafcf1f63c5ca9891cee2d6ecf8986cc35db","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"USN MILCON: BA01","USN JSF Military Construction","144.400","117.600","209.000","209.000","","320.500","151.700","48.100","0.000","830.600","2259.300","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","20-7cfaec5bcc0cdd56b1fed3adcd5dfccea9ecee1d48a6fa8675d0136b54898a1b","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"APAF: BA05: ATA000","JSF Modifications,  PE 0207142F, BP11","0.000","147.995","157.777","157.777","","245.462","223.683","252.141","256.680","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","21-4c1134c55c58730b64321f7134275a46a54cfb0539deb926bb366c92fc0928e5","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"OPAF: BA01: 821800","Joint Strike Fighter, PE 0207142F","0.000","0.600","2.200","2.200","","2.943","2.471","2.345","2.387","0.000","12.946","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","22-f5a9897ef1065b9a5ebc82d1d24e390e3e206deaf16c2a99bf0a33f9d80e8c99","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"APN: BA05: BP0593","Modifications (CV), PE 204146N","0.000","0.000","31.100","31.100","","52.900","62.130","98.980","102.456","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","23-9b92b8ed7822ef2015bbebd83c40d0b6e5651c64b2c405bbb5978205571fc990","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"APN: BA05:  BP0592","Modifications (STOVL), PE 204146M","0.000","0.000","147.130","147.130","","291.910","284.360","176.610","181.234","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","24-4ea771a543dbf36da0fa1ccc55910e36a785b4856aa4e765736731e4d373df7a","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"RDTEN: BA05:PE 604800N","F-35C Follow-on Development (CV), BPAC 3353","0.000","0.000","11.442","11.442","","19.996","60.963","115.057","173.276","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","25-d2b959936c19651e709743ba8d8d9354f251ca34e82515f82ce04f72c7f59bf1","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"RDT&EN:BA05: PE 604800N","F-35C Sustainment/Capability Enhancements (CV),BPAC 3352","0.000","0.000","14.992","14.992","","14.997","14.991","0.000","0.000","0.000","44.980","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","26-c0f32db59f4e057540b79c6c1eeda60d61c8743be860175c4d71c4ef39139082","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"RDT&EN: BA05: PE 604800M","F-35B Sustainment/Capability Enhancements (STOVL),BPAC 3350","0.000","0.000","14.904","14.904","","14.976","14.960","0.000","0.000","0.000","44.840","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","27-841e1d795ea7c16349d29ba52b7dc80432c3f346910dbfc9d920118d6cef2873","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"RDTE: BA07: PE 604800M","F-35B Follow-on Development (STOVL), BPAC 3351","0.000","0.000","14.904","14.904","","19.968","60.837","114.965","172.906","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","28-471a02e8df6f6d9075be736a2d9f433b0469bf567c81402438c88b0ed130072e","0-8e3adb7a87df4f87b62e4305b53bc95441b74e81da4171c8b661ea14c3f0600c","root.record.ProgramElement.ProjectList.Project"
"RDTE: BA05: PE 0604800F","JSD SDD,  BPAC 653831","1366.147","1192.506","782.335","782.335","","621.432","486.094","175.591","77.992","0.000","22151.183","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","0-7e11d609e640899a261957d472e13277e8e3eb7ce851631056859a9954022122","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"RDTEN: BA05: PE 604800N","JSD SDD (CV), BPAC 2261","605.998","724.392","507.753","507.753","","570.181","450.625","254.021","23.023","0.000","22922.837","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","1-ddc390c6b9b2d57c254d6e8a71b19b3dbdab79ab7adce80f6fd25c3dd25940cc","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"RDTEN: BA05: PE 604800M","JSD SDD (STOVL), BPAC 2262","617.695","737.149","482.823","482.823","","557.360","439.945","244.047","96.185","0.000","22962.048","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","2-a82228dc37ae601dc9926eb8bf4d49ab90994d90a6e3cf0b3f3d2180b0f279be","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"APN: BA01:BP0152C","JSF Advance Procurement (STOVL),  PE 204146M","117.229","106.199","103.195","103.195","","143.887","203.057","226.014","136.732","4095.291","5755.765","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","3-65b6573eedb02f24f3a81431cb986ec992a16db20b80416a6a7d87c699fcddec","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"RDTEN:BA05: PE 604800N","USRL, BPAC 3194","26.044","19.534","0.000","0.000","","0.000","0.000","0.000","0.000","0.000","149.262","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","4-7f5db8083e1e440a3338a99e83659ec3fa214f7e018b0251d2c64adf4d61a63b","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"International R&D","International R&D (SDD/FOD)","145.664","149.346","4.411","4.411","","0.000","0.000","0.000","0.000","0.000","4947.074","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","5-7198302ce0595828b7c6c8b98e8ec933637b126cd4df2bd0460576c677ea35d6","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"APAF: BA01: ATA000","JSF CTOL, PE 207142F, BP10","3289.615","3124.302","3060.770","3060.770","","3921.250","5188.155","5250.891","5850.477","150878.750","189907.778","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","6-f5b76f744b31cba357d447b5d5c1cbf81499ca30d7abb3eb166fca493434b27a","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"APAF:BA01: ATA000","JSF CTOL Advance Procurement,  PE 207142F, BP10 AP","228.977","293.400","363.783","363.783","","482.795","509.828","578.000","588.404","18585.140","22633.855","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","7-3cfd661e74665e4f8e11b21dc411c55cbd71d4093ea4e89434e29ec086bef0ad","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"APN: BA01:  BP0147","JSF (CV), PE 204146N","1447.097","1007.632","1135.444","1135.444","","1082.046","1468.775","2054.690","2532.068","26737.969","45618.677","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","8-cf28a50f192e7263e013409e207fbc3bd125e957eefa6729147ca8498e120f66","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"APN: BA01:  BP0147C","JSF Advance Procurement (CV), PE 204146N","109.066","65.180","94.766","94.766","","132.063","185.904","846.779","190.141","3364.677","5219.579","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","9-3cb6786f6b7927799d9096d053ab0e9611d92bc88a50fec1053cacc8a92a580b","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"APN: BA01:  BP0152","JSF (STOVL), PE 204146M","1141.906","1404.737","1267.260","1267.260","","1209.937","1461.056","2125.324","2814.618","29224.711","41203.070","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","10-e8c07eedbb98d8c030c96b6dfcabf6992aca3a4ab92580247b13ecc5703dba18","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"International Production","JSF International Production","1808.640","3453.903","5738.517","5738.517","","7563.725","8328.889","8153.307","7347.293","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","11-bb9bce76349fc42b8d4c1bb321f0f3f3c34dd10d427df8297e7decf936c8141a","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"OPAF: BA01: 821800","Joint Strike Fighter, PE 0207142F","0.000","0.600","2.200","2.200","","2.943","2.471","2.345","2.387","0.000","12.946","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","12-a875c5d3dfb9a798d11f3e7aa5109d7d93e26b69379526b14dc45552f8fe4e25","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"OPN: BA04: BP4265","JSF Other Procurement, PE 204261N","5.665","0.000","0.000","0.000","","0.000","0.000","0.000","0.000","0.000","5.665","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","13-3fb61434fe387d91790efd4a3ac99fd9a29801e718848471f38fa9045a4a7502","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"OPN: BA03: BP4267","JSF Logistics Information System (ALIS),PE 204261N","0.000","3.826","4.827","4.827","","4.554","4.604","5.729","5.830","43.558","72.928","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","14-b768567102b03bd3f4ba79a3138482b9c1f9c790a4fc468d78148a41dc521faa","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"APAF: BA06: PE 207142F, BP16","JSF Initial Spares","149.556","181.833","103.582","103.582","","235.183","271.211","235.251","342.508","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","15-cc8e74754bedf61550aa89da5da674e28be44a25110393a7779f48cacaef70f4","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"APN: BA06: PE 204146N, BP0605","Initial Spares (CV)","29.902","41.466","42.060","42.060","","17.310","32.270","121.283","63.995","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","16-a97ae01ed68afcd21c6989ec7d913e368a8a1ec9cfc74416528e144cf6b545f6","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"APN: BA06: PE 204146M, BP0605","Initial Spares (STOVL)","23.430","99.006","41.707","41.707","","131.216","94.193","66.423","127.264","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","17-cbc7547902ba118fc5aa2298acfc5f75cfad5ded5da18d345375f584d3820ad6","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"MILCON: BA01: PE 207142F","JSF Military Construction","24.250","13.530","41.900","41.900","","72.100","65.000","66.170","11.000","1554.200","2358.300","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","18-ac33555fde0ff8590516e95f85f6ad9ccedfc5981442160d44904034413b73fd","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"USN MILCON: BA01","USN JSF MILCON","144.400","117.600","209.000","209.000","","320.500","151.700","48.100","0.000","830.600","2259.300","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","19-417c8d1585b6ec07fb181c4256d2968edd5d39e029059dd165d7cf93f8575568","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"APAF: BA05: PE 20742F, BP11","JSF Modifications","0.000","147.995","157.777","157.777","","245.462","223.683","252.141","256.680","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","20-9c091a2b4f4f81583b28f7ae3d3846a99d57995b423432a5dca710c6ccce6402","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"APN: BA05: BP0593","Modifications (CV),PE 204146N","0.000","0.000","31.100","31.100","","52.900","62.130","98.980","102.456","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","21-cf8af68d04a1cefb38d6e9ae8a45e74fb21d171481489b265e8ea7ef86a1b0ba","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"APN: BA05: BP0592","Modifications (STOVL), PE 204146M","0.000","0.000","147.130","147.130","","291.910","284.360","176.610","181.234","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","22-4038165f401a7c59785c7227fcc1001ceaafd3e8dcff89b6e50325b384a8b003","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"RDTE: BA07: PE 207142F","JSF Follow-on Development (FoD), BPAC 675346","0.000","8.117","23.000","23.000","","104.866","132.174","229.912","300.050","Continuing","Continuing","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","23-bf5a6034a945d5b2dacdb7b4f524b301cee54106021830b6b243d4ff8d9de180","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
"RDTE:BA05: PE 0604800F","JSF Deployability and Suitability Enhancements, BPAC 653832","0.000","17.800","34.000","34.000","","33.000","30.000","0.000","0.000","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","24-0972d2c4be047d58622fbc9b630b954e058b93005fe87d93ad27c4f1eaafaa78","1-76c076875952e04cb1ca965c130ae81a2d704e00b337d0f1c21a1485714b2178","root.record.ProgramElement.ProjectList.Project"
